AID	CLUSTER2	GSWGT1
99718901	2.56	2738.74
99718920	2.51	6499.42
99718925	2.51	6131.38
99718944	2.59	4202.46
99719378	2.1	10748.06
99719930	2.07	1508.61
99719939	2.07	1711.39
99719970	2.1	8119.32
99719976	2.1	10748.06
99719978	2.1	12009.6
